m_id,n,ns_per_op,bed_setup,it_setup,sr_setup,ir_setup,bed_pos,it_pos,sr_pos,ir_pos,b_name
1,87259659,12.1,5,5,3,3,1,1,1,1,BenchmarkBuffers/ByteSlice
2,87748508,12.11,5,5,3,3,2,1,1,1,BenchmarkBuffers/ByteSlice
3,94134302,12.12,5,5,3,3,3,1,1,1,BenchmarkBuffers/ByteSlice
4,83989065,12.08,5,5,3,3,4,1,1,1,BenchmarkBuffers/ByteSlice
5,99072098,12.13,5,5,3,3,5,1,1,1,BenchmarkBuffers/ByteSlice
6,98753572,12.08,5,5,3,3,1,2,1,1,BenchmarkBuffers/ByteSlice
7,86809492,12.1,5,5,3,3,2,2,1,1,BenchmarkBuffers/ByteSlice
8,83570283,12.1,5,5,3,3,3,2,1,1,BenchmarkBuffers/ByteSlice
9,84392410,12.1,5,5,3,3,4,2,1,1,BenchmarkBuffers/ByteSlice
10,87917104,12.1,5,5,3,3,5,2,1,1,BenchmarkBuffers/ByteSlice
11,86766471,12.11,5,5,3,3,1,3,1,1,BenchmarkBuffers/ByteSlice
12,98856981,12.09,5,5,3,3,2,3,1,1,BenchmarkBuffers/ByteSlice
13,87899112,12.1,5,5,3,3,3,3,1,1,BenchmarkBuffers/ByteSlice
14,88017276,12.13,5,5,3,3,4,3,1,1,BenchmarkBuffers/ByteSlice
15,90276124,12.1,5,5,3,3,5,3,1,1,BenchmarkBuffers/ByteSlice
16,96225459,12.1,5,5,3,3,1,4,1,1,BenchmarkBuffers/ByteSlice
17,97378228,12.11,5,5,3,3,2,4,1,1,BenchmarkBuffers/ByteSlice
18,98728548,12.14,5,5,3,3,3,4,1,1,BenchmarkBuffers/ByteSlice
19,98745666,12.09,5,5,3,3,4,4,1,1,BenchmarkBuffers/ByteSlice
20,86274998,12.09,5,5,3,3,5,4,1,1,BenchmarkBuffers/ByteSlice
21,98863839,12.11,5,5,3,3,1,5,1,1,BenchmarkBuffers/ByteSlice
22,86599736,12.09,5,5,3,3,2,5,1,1,BenchmarkBuffers/ByteSlice
23,98843696,12.13,5,5,3,3,3,5,1,1,BenchmarkBuffers/ByteSlice
24,84721554,12.17,5,5,3,3,4,5,1,1,BenchmarkBuffers/ByteSlice
25,98423680,12.12,5,5,3,3,5,5,1,1,BenchmarkBuffers/ByteSlice
26,87758853,12.09,5,5,3,3,1,1,2,1,BenchmarkBuffers/ByteSlice
27,86438049,12.1,5,5,3,3,2,1,2,1,BenchmarkBuffers/ByteSlice
28,86893252,12.07,5,5,3,3,3,1,2,1,BenchmarkBuffers/ByteSlice
29,85570953,12.16,5,5,3,3,4,1,2,1,BenchmarkBuffers/ByteSlice
30,85740859,12.17,5,5,3,3,5,1,2,1,BenchmarkBuffers/ByteSlice
31,96146750,12.1,5,5,3,3,1,2,2,1,BenchmarkBuffers/ByteSlice
32,88961157,12.11,5,5,3,3,2,2,2,1,BenchmarkBuffers/ByteSlice
33,88094550,12.1,5,5,3,3,3,2,2,1,BenchmarkBuffers/ByteSlice
34,86456402,12.09,5,5,3,3,4,2,2,1,BenchmarkBuffers/ByteSlice
35,97984258,12.1,5,5,3,3,5,2,2,1,BenchmarkBuffers/ByteSlice
