m_id,n,ns_per_op,bed_setup,it_setup,sr_setup,ir_setup,bed_pos,it_pos,sr_pos,ir_pos,b_name
1,86121745,12.11,5,5,3,3,1,1,1,1,BenchmarkBuffers/ByteSlice
2,86807049,12.11,5,5,3,3,2,1,1,1,BenchmarkBuffers/ByteSlice
3,96910719,12.25,5,5,3,3,3,1,1,1,BenchmarkBuffers/ByteSlice
4,88143786,12.11,5,5,3,3,4,1,1,1,BenchmarkBuffers/ByteSlice
5,89185711,12.11,5,5,3,3,5,1,1,1,BenchmarkBuffers/ByteSlice
6,98371040,12.12,5,5,3,3,1,2,1,1,BenchmarkBuffers/ByteSlice
7,87169860,12.12,5,5,3,3,2,2,1,1,BenchmarkBuffers/ByteSlice
8,98188977,12.11,5,5,3,3,3,2,1,1,BenchmarkBuffers/ByteSlice
9,93664545,12.12,5,5,3,3,4,2,1,1,BenchmarkBuffers/ByteSlice
10,87531572,12.11,5,5,3,3,5,2,1,1,BenchmarkBuffers/ByteSlice
11,96249176,12.16,5,5,3,3,1,3,1,1,BenchmarkBuffers/ByteSlice
12,86041574,12.09,5,5,3,3,2,3,1,1,BenchmarkBuffers/ByteSlice
13,86621628,12.11,5,5,3,3,3,3,1,1,BenchmarkBuffers/ByteSlice
14,85213406,12.09,5,5,3,3,4,3,1,1,BenchmarkBuffers/ByteSlice
15,88271076,12.09,5,5,3,3,5,3,1,1,BenchmarkBuffers/ByteSlice
16,96388848,12.11,5,5,3,3,1,4,1,1,BenchmarkBuffers/ByteSlice
17,86348931,12.13,5,5,3,3,2,4,1,1,BenchmarkBuffers/ByteSlice
18,86670452,12.1,5,5,3,3,3,4,1,1,BenchmarkBuffers/ByteSlice
19,98089132,12.1,5,5,3,3,4,4,1,1,BenchmarkBuffers/ByteSlice
20,87712110,12.1,5,5,3,3,5,4,1,1,BenchmarkBuffers/ByteSlice
21,86739847,12.15,5,5,3,3,1,5,1,1,BenchmarkBuffers/ByteSlice
22,86590363,12.08,5,5,3,3,2,5,1,1,BenchmarkBuffers/ByteSlice
23,86466096,12.1,5,5,3,3,3,5,1,1,BenchmarkBuffers/ByteSlice
24,88060861,12.1,5,5,3,3,4,5,1,1,BenchmarkBuffers/ByteSlice
25,86370322,12.11,5,5,3,3,5,5,1,1,BenchmarkBuffers/ByteSlice
26,88035381,12.19,5,5,3,3,1,1,2,1,BenchmarkBuffers/ByteSlice
27,86493099,12.13,5,5,3,3,2,1,2,1,BenchmarkBuffers/ByteSlice
28,88342389,12.12,5,5,3,3,3,1,2,1,BenchmarkBuffers/ByteSlice
29,97420863,12.11,5,5,3,3,4,1,2,1,BenchmarkBuffers/ByteSlice
30,87516966,12.09,5,5,3,3,5,1,2,1,BenchmarkBuffers/ByteSlice
31,96243248,12.14,5,5,3,3,1,2,2,1,BenchmarkBuffers/ByteSlice
32,98429305,12.17,5,5,3,3,2,2,2,1,BenchmarkBuffers/ByteSlice
33,88652887,12.09,5,5,3,3,3,2,2,1,BenchmarkBuffers/ByteSlice
34,86347551,12.11,5,5,3,3,4,2,2,1,BenchmarkBuffers/ByteSlice
35,87772404,12.09,5,5,3,3,5,2,2,1,BenchmarkBuffers/ByteSlice
36,86729816,12.1,5,5,3,3,1,3,2,1,BenchmarkBuffers/ByteSlice
37,87770529,12.09,5,5,3,3,2,3,2,1,BenchmarkBuffers/ByteSlice
38,86127716,12.08,5,5,3,3,3,3,2,1,BenchmarkBuffers/ByteSlice
39,86783137,12.11,5,5,3,3,4,3,2,1,BenchmarkBuffers/ByteSlice
40,84794626,12.11,5,5,3,3,5,3,2,1,BenchmarkBuffers/ByteSlice
41,88399990,12.11,5,5,3,3,1,4,2,1,BenchmarkBuffers/ByteSlice
42,87276421,12.12,5,5,3,3,2,4,2,1,BenchmarkBuffers/ByteSlice
43,88892569,12.11,5,5,3,3,3,4,2,1,BenchmarkBuffers/ByteSlice
44,86757457,12.1,5,5,3,3,4,4,2,1,BenchmarkBuffers/ByteSlice
45,96937078,12.11,5,5,3,3,5,4,2,1,BenchmarkBuffers/ByteSlice
46,86616038,12.12,5,5,3,3,1,5,2,1,BenchmarkBuffers/ByteSlice
47,85390131,12.1,5,5,3,3,2,5,2,1,BenchmarkBuffers/ByteSlice
48,99001494,12.13,5,5,3,3,3,5,2,1,BenchmarkBuffers/ByteSlice
49,97412290,12.11,5,5,3,3,4,5,2,1,BenchmarkBuffers/ByteSlice
50,84981874,12.12,5,5,3,3,5,5,2,1,BenchmarkBuffers/ByteSlice
51,87239493,12.1,5,5,3,3,1,1,3,1,BenchmarkBuffers/ByteSlice
52,88324215,12.14,5,5,3,3,2,1,3,1,BenchmarkBuffers/ByteSlice
53,86484728,12.11,5,5,3,3,3,1,3,1,BenchmarkBuffers/ByteSlice
54,98836879,12.1,5,5,3,3,4,1,3,1,BenchmarkBuffers/ByteSlice
55,99076417,12.11,5,5,3,3,5,1,3,1,BenchmarkBuffers/ByteSlice
56,88744728,12.09,5,5,3,3,1,2,3,1,BenchmarkBuffers/ByteSlice
57,98577136,12.11,5,5,3,3,2,2,3,1,BenchmarkBuffers/ByteSlice
58,98927794,12.1,5,5,3,3,3,2,3,1,BenchmarkBuffers/ByteSlice
59,95789560,12.1,5,5,3,3,4,2,3,1,BenchmarkBuffers/ByteSlice
60,86530789,12.12,5,5,3,3,5,2,3,1,BenchmarkBuffers/ByteSlice
61,96688662,12.11,5,5,3,3,1,3,3,1,BenchmarkBuffers/ByteSlice
62,98539634,12.11,5,5,3,3,2,3,3,1,BenchmarkBuffers/ByteSlice
63,87447016,12.12,5,5,3,3,3,3,3,1,BenchmarkBuffers/ByteSlice
64,96337318,12.08,5,5,3,3,4,3,3,1,BenchmarkBuffers/ByteSlice
65,86574583,12.13,5,5,3,3,5,3,3,1,BenchmarkBuffers/ByteSlice
66,86800286,12.12,5,5,3,3,1,4,3,1,BenchmarkBuffers/ByteSlice
67,86175991,12.11,5,5,3,3,2,4,3,1,BenchmarkBuffers/ByteSlice
68,96924088,12.09,5,5,3,3,3,4,3,1,BenchmarkBuffers/ByteSlice
69,98751192,12.09,5,5,3,3,4,4,3,1,BenchmarkBuffers/ByteSlice
70,83377412,12.11,5,5,3,3,5,4,3,1,BenchmarkBuffers/ByteSlice
71,98650136,12.11,5,5,3,3,1,5,3,1,BenchmarkBuffers/ByteSlice
72,86368104,12.11,5,5,3,3,2,5,3,1,BenchmarkBuffers/ByteSlice
73,86409554,12.12,5,5,3,3,3,5,3,1,BenchmarkBuffers/ByteSlice
74,86584640,12.12,5,5,3,3,4,5,3,1,BenchmarkBuffers/ByteSlice
75,96713715,12.13,5,5,3,3,5,5,3,1,BenchmarkBuffers/ByteSlice
76,73348072,14.69,5,5,3,3,1,1,1,1,BenchmarkBuffers/BytesBuffer
77,81219064,14.68,5,5,3,3,2,1,1,1,BenchmarkBuffers/BytesBuffer
78,72963936,14.67,5,5,3,3,3,1,1,1,BenchmarkBuffers/BytesBuffer
79,74224345,14.09,5,5,3,3,4,1,1,1,BenchmarkBuffers/BytesBuffer
80,72808986,14.68,5,5,3,3,5,1,1,1,BenchmarkBuffers/BytesBuffer
81,79304216,14.67,5,5,3,3,1,2,1,1,BenchmarkBuffers/BytesBuffer
82,74996245,14.11,5,5,3,3,2,2,1,1,BenchmarkBuffers/BytesBuffer
83,84172940,14.09,5,5,3,3,3,2,1,1,BenchmarkBuffers/BytesBuffer
84,74904398,14.1,5,5,3,3,4,2,1,1,BenchmarkBuffers/BytesBuffer
85,84226377,14.13,5,5,3,3,5,2,1,1,BenchmarkBuffers/BytesBuffer
86,74709314,14.1,5,5,3,3,1,3,1,1,BenchmarkBuffers/BytesBuffer
87,76041718,14.11,5,5,3,3,2,3,1,1,BenchmarkBuffers/BytesBuffer
88,74140749,14.68,5,5,3,3,3,3,1,1,BenchmarkBuffers/BytesBuffer
89,74803564,14.1,5,5,3,3,4,3,1,1,BenchmarkBuffers/BytesBuffer
90,74934637,14.23,5,5,3,3,5,3,1,1,BenchmarkBuffers/BytesBuffer
91,77328097,14.11,5,5,3,3,1,4,1,1,BenchmarkBuffers/BytesBuffer
92,74247188,14.14,5,5,3,3,2,4,1,1,BenchmarkBuffers/BytesBuffer
93,74729241,14.11,5,5,3,3,3,4,1,1,BenchmarkBuffers/BytesBuffer
94,74474877,14.22,5,5,3,3,4,4,1,1,BenchmarkBuffers/BytesBuffer
95,74143855,14.71,5,5,3,3,5,4,1,1,BenchmarkBuffers/BytesBuffer
96,74221136,14.11,5,5,3,3,1,5,1,1,BenchmarkBuffers/BytesBuffer
97,75013149,14.1,5,5,3,3,2,5,1,1,BenchmarkBuffers/BytesBuffer
98,75156805,14.1,5,5,3,3,3,5,1,1,BenchmarkBuffers/BytesBuffer
99,74836929,14.12,5,5,3,3,4,5,1,1,BenchmarkBuffers/BytesBuffer
100,72938617,14.66,5,5,3,3,5,5,1,1,BenchmarkBuffers/BytesBuffer
101,73929072,14.68,5,5,3,3,1,1,2,1,BenchmarkBuffers/BytesBuffer
102,83926735,14.14,5,5,3,3,2,1,2,1,BenchmarkBuffers/BytesBuffer
103,76729285,14.14,5,5,3,3,3,1,2,1,BenchmarkBuffers/BytesBuffer
104,74804451,14.17,5,5,3,3,4,1,2,1,BenchmarkBuffers/BytesBuffer
105,81883125,14.2,5,5,3,3,5,1,2,1,BenchmarkBuffers/BytesBuffer
106,79730330,14.11,5,5,3,3,1,2,2,1,BenchmarkBuffers/BytesBuffer
107,75310056,14.14,5,5,3,3,2,2,2,1,BenchmarkBuffers/BytesBuffer
108,84080587,14.12,5,5,3,3,3,2,2,1,BenchmarkBuffers/BytesBuffer
109,72879634,14.69,5,5,3,3,4,2,2,1,BenchmarkBuffers/BytesBuffer
110,75768442,14.67,5,5,3,3,5,2,2,1,BenchmarkBuffers/BytesBuffer
111,72932650,14.68,5,5,3,3,1,3,2,1,BenchmarkBuffers/BytesBuffer
112,84116014,14.09,5,5,3,3,2,3,2,1,BenchmarkBuffers/BytesBuffer
113,79497832,14.68,5,5,3,3,3,3,2,1,BenchmarkBuffers/BytesBuffer
114,72723856,14.66,5,5,3,3,4,3,2,1,BenchmarkBuffers/BytesBuffer
115,76607067,14.12,5,5,3,3,5,3,2,1,BenchmarkBuffers/BytesBuffer
